Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate,LapTime_s,Session
0 days 01:45:33.084000,COL,43,0 days 00:01:17.955000,36.0,3.0,,,0 days 00:00:20.375000,0 days 00:00:36.766000,0 days 00:00:20.814000,0 days 01:44:35.555000,0 days 01:45:12.321000,0 days 01:45:33.135000,193.0,189.0,266.0,281.0,False,MEDIUM,10.0,True,Alpine,0 days 01:44:15.129000,2025-05-25 13:51:15.515,1,18.0,False,,False,True,77.955,RACE
0 days 01:40:19.227000,COL,43,0 days 00:01:19.845000,32.0,3.0,,,0 days 00:00:20.397000,0 days 00:00:38.726000,0 days 00:00:20.722000,0 days 01:39:19.830000,0 days 01:39:58.556000,0 days 01:40:19.278000,186.0,157.0,258.0,282.0,False,MEDIUM,6.0,True,Alpine,0 days 01:38:59.382000,2025-05-25 13:45:59.768,1,19.0,False,,False,True,79.845,RACE
0 days 01:50:47.804000,COL,43,0 days 00:01:18.443000,40.0,3.0,,,0 days 00:00:20.743000,0 days 00:00:36.950000,0 days 00:00:20.750000,0 days 01:49:50.155000,0 days 01:50:27.105000,0 days 01:50:47.855000,187.0,190.0,265.0,281.0,False,MEDIUM,14.0,True,Alpine,0 days 01:49:29.361000,2025-05-25 13:56:29.747,1,17.0,False,,False,True,78.443,RACE
0 days 01:37:43.375000,COL,43,0 days 00:01:15.298000,30.0,3.0,,,0 days 00:00:19.799000,0 days 00:00:35.484000,0 days 00:00:20.015000,0 days 01:36:47.927000,0 days 01:37:23.411000,0 days 01:37:43.426000,204.0,191.0,257.0,280.0,True,MEDIUM,4.0,True,Alpine,0 days 01:36:28.077000,2025-05-25 13:43:28.463,1,19.0,False,,False,True,75.298,RACE
0 days 01:58:39.348000,COL,43,0 days 00:01:20.190000,46.0,3.0,,,0 days 00:00:20.537000,0 days 00:00:37.455000,0 days 00:00:22.198000,0 days 01:57:39.746000,0 days 01:58:17.201000,0 days 01:58:39.399000,194.0,186.0,266.0,279.0,False,MEDIUM,20.0,True,Alpine,0 days 01:57:19.158000,2025-05-25 14:04:19.544,1,16.0,False,,False,True,80.19,RACE
0 days 01:25:48.343000,COL,43,0 days 00:01:18.214000,21.0,2.0,,,0 days 00:00:20.526000,0 days 00:00:36.855000,0 days 00:00:20.833000,0 days 01:24:50.706000,0 days 01:25:27.561000,0 days 01:25:48.394000,191.0,189.0,262.0,279.0,False,MEDIUM,15.0,False,Alpine,0 days 01:24:30.129000,2025-05-25 13:31:30.515,1,17.0,False,,False,True,78.214,RACE
0 days 01:18:00.649000,COL,43,0 days 00:01:15.509000,15.0,2.0,,,0 days 00:00:20.031000,0 days 00:00:35.484000,0 days 00:00:19.994000,0 days 01:17:05.222000,0 days 01:17:40.706000,0 days 01:18:00.700000,207.0,191.0,255.0,275.0,True,MEDIUM,9.0,False,Alpine,0 days 01:16:45.140000,2025-05-25 13:23:45.526,1,19.0,False,,False,True,75.509,RACE
0 days 01:48:10.472000,COL,43,0 days 00:01:18.728000,38.0,3.0,,,0 days 00:00:20.702000,0 days 00:00:37.114000,0 days 00:00:20.912000,0 days 01:47:12.497000,0 days 01:47:49.611000,0 days 01:48:10.523000,189.0,186.0,258.0,281.0,False,MEDIUM,12.0,True,Alpine,0 days 01:46:51.744000,2025-05-25 13:53:52.130,1,17.0,False,,False,True,78.728,RACE
0 days 02:14:29.567000,COL,43,0 days 00:01:18.249000,58.0,3.0,,,0 days 00:00:20.376000,0 days 00:00:37.079000,0 days 00:00:20.794000,0 days 02:13:31.745000,0 days 02:14:08.824000,0 days 02:14:29.618000,189.0,190.0,266.0,280.0,False,MEDIUM,32.0,True,Alpine,0 days 02:13:11.318000,2025-05-25 14:20:11.704,1,16.0,False,,False,True,78.249,RACE
0 days 01:27:06.151000,COL,43,0 days 00:01:17.808000,22.0,2.0,,,0 days 00:00:20.295000,0 days 00:00:36.786000,0 days 00:00:20.727000,0 days 01:26:08.689000,0 days 01:26:45.475000,0 days 01:27:06.202000,193.0,189.0,256.0,279.0,False,MEDIUM,16.0,False,Alpine,0 days 01:25:48.343000,2025-05-25 13:32:48.729,1,17.0,False,,False,True,77.808,RACE
0 days 02:26:14.538000,COL,43,0 days 00:01:18.018000,67.0,3.0,,,0 days 00:00:19.948000,0 days 00:00:37.817000,0 days 00:00:20.253000,0 days 02:25:16.519000,0 days 02:25:54.336000,0 days 02:26:14.589000,197.0,190.0,264.0,272.0,False,MEDIUM,41.0,True,Alpine,0 days 02:24:56.520000,2025-05-25 14:31:56.906,1,15.0,False,,False,True,78.018,RACE
0 days 01:08:24.577000,COL,43,0 days 00:01:20.987000,8.0,1.0,,,0 days 00:00:21.260000,0 days 00:00:38.026000,0 days 00:00:21.701000,0 days 01:07:24.901000,0 days 01:08:02.927000,0 days 01:08:24.628000,176.0,176.0,261.0,279.0,False,HARD,8.0,True,Alpine,0 days 01:07:03.590000,2025-05-25 13:14:03.976,12,15.0,False,,False,True,80.987,RACE
0 days 01:52:06.670000,COL,43,0 days 00:01:18.866000,41.0,3.0,,,0 days 00:00:20.596000,0 days 00:00:37.437000,0 days 00:00:20.833000,0 days 01:51:08.451000,0 days 01:51:45.888000,0 days 01:52:06.721000,180.0,190.0,263.0,280.0,False,MEDIUM,15.0,True,Alpine,0 days 01:50:47.804000,2025-05-25 13:57:48.190,1,17.0,False,,False,True,78.866,RACE
0 days 01:46:51.744000,COL,43,0 days 00:01:18.660000,37.0,3.0,,,0 days 00:00:20.584000,0 days 00:00:37.231000,0 days 00:00:20.845000,0 days 01:45:53.719000,0 days 01:46:30.950000,0 days 01:46:51.795000,198.0,189.0,263.0,281.0,False,MEDIUM,11.0,True,Alpine,0 days 01:45:33.084000,2025-05-25 13:52:33.470,12,17.0,False,,False,True,78.66,RACE
0 days 01:19:16.084000,COL,43,0 days 00:01:15.435000,16.0,2.0,,,0 days 00:00:19.967000,0 days 00:00:35.484000,0 days 00:00:19.984000,0 days 01:18:20.667000,0 days 01:18:56.151000,0 days 01:19:16.135000,206.0,194.0,256.0,277.0,True,MEDIUM,10.0,False,Alpine,0 days 01:18:00.649000,2025-05-25 13:25:01.035,1,19.0,False,,False,True,75.435,RACE
0 days 02:21:03.286000,COL,43,0 days 00:01:18.877000,63.0,3.0,,,0 days 00:00:20.129000,0 days 00:00:37.292000,0 days 00:00:21.456000,0 days 02:20:04.589000,0 days 02:20:41.881000,0 days 02:21:03.337000,,190.0,265.0,280.0,False,MEDIUM,37.0,True,Alpine,0 days 02:19:44.409000,2025-05-25 14:26:44.795,1,16.0,False,,False,True,78.877,RACE
0 days 02:36:24.592000,COL,43,0 days 00:01:15.920000,75.0,3.0,,,0 days 00:00:19.573000,0 days 00:00:36.350000,0 days 00:00:19.997000,0 days 02:35:28.296000,0 days 02:36:04.646000,0 days 02:36:24.643000,,191.0,258.0,277.0,False,MEDIUM,49.0,True,Alpine,0 days 02:35:08.672000,2025-05-25 14:42:09.058,1,13.0,False,,False,True,75.92,RACE
0 days 01:12:29.334000,COL,43,0 days 00:01:19.851000,11.0,1.0,,,0 days 00:00:20.995000,0 days 00:00:37.590000,0 days 00:00:21.266000,0 days 01:11:30.529000,0 days 01:12:08.119000,0 days 01:12:29.385000,176.0,182.0,262.0,281.0,True,HARD,11.0,True,Alpine,0 days 01:11:09.483000,2025-05-25 13:18:09.869,21,15.0,False,,False,True,79.851,RACE
0 days 01:57:19.158000,COL,43,0 days 00:01:18.710000,45.0,3.0,,,0 days 00:00:20.474000,0 days 00:00:37.271000,0 days 00:00:20.965000,0 days 01:56:20.973000,0 days 01:56:58.244000,0 days 01:57:19.209000,190.0,186.0,267.0,280.0,False,MEDIUM,19.0,True,Alpine,0 days 01:56:00.448000,2025-05-25 14:03:00.834,1,16.0,False,,False,True,78.71,RACE
